nbSyll;pron;origin;warning;remarques;POS;lineId;pageId;Mot;pronSampa;ipa
2;inflāʹme;;;;v.;49.0;118;inflame;i n f l eI m;infl?m
5;inflămmāʹtion;F.;;;n.;50.0;118;inflammation;I n f l @ m eI S @ n;ɪnfləm?ʃən
4;inflăʹmmable;;;;a.;51.0;118;inflammable;i n f l { m @ b @ l;inflæməbəl
4;inflāʹtion;;;;n.;53.0;118;inflation;i n f l eI S @ n;infl?ʃən
4;inflĕʹction;L.;;;n.;54.0;118;inflection;i n f l E k S @ n;inflɛkʃən
6;inflĕxĭbĭʹlĭty;;;;n.;55.0;118;inflexibility;i n f l E k s i b I l i 4 i:;inflɛksibɪliɾiː
4;inflĕʹxĭble;L.;;;a.;56.0;118;inflexible;i n f l E k s @ b @ l;inflɛksəbəl
2;inflĭʹct;L.;;;v.;57.0;118;inflict;i n f l I k t;inflɪkt
4;inflĭʹction;L.;;;n.;58.0;118;infliction;i n f l I k S @ n;inflɪkʃən
3;iʹnflūĕnce;;;;v.;59.0;118;influence;I n f l u @ n s;ɪnfluəns
2;iʹnflŭx;L.;;;n.;60.0;118;influx;I n f l V k s;ɪnflʌks
2;infŏʹrm;L.;;;v.;63.0;118;inform;i n f O: r\ m;infOːɹm
5;infŏrmāʹtion;L.;;;n.;64.0;118;information;I n f 3:r m eI S @ n;ɪnfɜ:rm?ʃən
3;infŏʹrmer;;;;n.;65.0;118;informer;i n f O: r\ m 3:r;infOːɹmɜ:r
4;infraʹction;L.;;;n.;67.0;118;infraction;i n f r\ { k S @ n;infɹækʃən
2;infrĭʹnge;L.;;;v.;70.0;118;infringe;i n f r\ I n dZ;infɹɪn?
3;infrĭʹng_e_ment;;;;n.;71.0;118;infringement;i n f r\ I n dZ m @ n t;infɹɪn?mənt
2;infūʹſe;L.;;;v.;72.0;118;infuse;i n f j u z;infjuz
4;infūʹſion;;;;n.;2.0;119;infusion;i n f j u Z @ n;infjuʒən
4;ingĕʹnĭ_o_us;;;;a.;6.0;119;ingenious;i n dZ i: n j @ s;in?iːnjəs
5;ingĕnūʹĭty;L.;;;n.;7.0;119;ingenuity;i n dZ @ n u @ 4 i:;in?ənuəɾiː
4;ingĕʹnū_o_us;L.;;;a.;8.0;119;ingenuous;i n dZ E n j u @ s;in?ɛnjuəs
4;inglōʹrĭ_o_us;L.;;;a.;9.0;119;inglorious;i n g l O: r\ i: @ s;inglOːɹiːəs
2;iʹngot;;;;n.;10.0;119;ingot;I N g @ t;ɪŋgət
4;ingrāʹtiate;L.;;;v.;14.0;119;ingratiate;i N g r\ eI S i: eI t;iŋgɹ?ʃiː?t
4;ingrĕʹdĭent;L.;;;n.;16.0;119;ingredient;i n g r\ i: 4 i: @ n t;ingɹiːɾiːənt
3;inhăʹbit;L.;;;v.;21.0;119;inhabit;i n h { b @ t;inhæbət
4;inhăʹbĭtant;L.;;;n.;23.0;119;inhabitant;i n h { b @ t @ n t;inhæbətənt
3;inhēʹrent;F.;;;a.;25.0;119;inherent;i n h I r\ @ n t;inhɪɹənt
3;inhĕʹrit;;;;v.;26.0;119;inherit;i n h E r\ @ t;inhɛɹət
4;inhĕʹrĭtănce;;;;n.;27.0;119;inheritance;i n h E r\ @ t @ n s;inhɛɹətəns
4;inhĕʹrĭtor;;;;n.;28.0;119;inheritor;i n h E r\ @ 4 3:r;inhɛɹəɾɜ:r
3;inhĭʹbĭt;L.;;;v.;31.0;119;inhibit;i n h I b @ t;inhɪbət
5;inhĭbĭʹtion;;;;n.;32.0;119;inhibition;I n h @ b I S @ n;ɪnhəbɪʃən
5;inhŏʹſpĭtable;L.;;;a.;33.0;119;inhospitable;i n h A s p @ 4 @ b @ l;inhɑspəɾəbəl
3;inhūʹman;;;;a.;34.0;119;inhuman;i n h j u m @ n;inhjumən
2;injĕʹct;L.;;;v.;36.0;119;inject;i n dZ E k t;in?ɛkt
4;injĕʹction;;;;n.;37.0;119;injection;i n dZ E k S @ n;in?ɛkʃən
5;inĭʹmĭtable;L.;;;a.;38.0;119;inimitable;i n I m i 4 @ b @ l;inɪmiɾəbəl
4;inĭʹquĭt_o_us;;;;a.;41.0;119;iniquitous;i n I k w @ t @ s;inɪkwətəs
4;inĭʹtial;L.;;;a.;43.0;119;initial;i n I S @ l;inɪʃəl
4;inĭʹtiāte;L.;;;v.;44.0;119;initiate;i n I S i: eI t;inɪʃiː?t
6;inĭtiāʹtion;L.;;;n.;45.0;119;initiation;i n I S i: eI S @ n;inɪʃiː?ʃən
5;injūdĭʹcĭ_o_us;F.;;;a.;46.0;119;injudicious;i n dZ V d I S @ s;in?ʌdɪʃəs
4;injŭʹnction;F.;;;n.;47.0;119;injunction;i n dZ V N k S @ n;in?ʌŋkʃən
2;injŭre;L.;nbSyll>1 et pas d'accent tonic;;v.;48.0;119;injure;I n dZ 3:r;ɪn?ɜ:r
4;injūʹrĭ_o_us;L.;;;a.;49.0;119;injurious;i n dZ U r\ i: @ s;in?ʊɹiːəs
3;iʹnjŭry;L.;;;n.;50.0;119;injury;I n dZ 3:r i:;ɪn?ɜ:riː
3;injŭʹſtice;;;;n.;51.0;119;injustice;i n dZ V s t i s;in?ʌstis
1;ĭnk;;;;n.;52.0;119;ink;I N k;ɪŋk
2;ĭʹnky;;;;a.;55.0;119;inky;I N k i:;ɪŋkiː
2;iʹnlănd;;;;a.;56.0;119;inland;I n l { n d;ɪnlænd
2;inlaʹy;;;;v.;58.0;119;inlay;I n l eI;ɪnl?
2;iʹnlet;;;;n.;59.0;119;inlet;I n l E t;ɪnlɛt
2;iʹnmāte;;;;n.;63.0;119;inmate;I n m eI t;ɪnm?t
2;iʹnmoſt;;;;a.;64.0;119;inmost;I n m @U s t;ɪnmoʊst
1;inn;;;;n.;65.0;119;inn;I n;ɪn
2;innāʹte;;;;a.;66.0;119;innate;i n eI t;in?t
3;iʹnnŏcĕnce;L.;;;n.;67.0;119;innocence;I n @ s @ n s;ɪnəsəns
3;iʹnnŏcĕnt;L.;;;a.;68.0;119;innocent;I n @ s @ n t;ɪnəsənt
3;iʹnnŏvāte;L.;;;v.;69.0;119;innovate;I n @ v eI t;ɪnəv?t
5;innŏvāʹtion;L.;;;n.;70.0;119;innovation;I n @ v eI S @ n;ɪnəv?ʃən
4;innŏvāʹtor;;;;n.;71.0;119;innovator;I n @ v eI 4 3:r;ɪnəv?ɾɜ:r
4;innūĕʹndo;;;;n.;72.0;119;innuendo;i n j u E n d @U;injuɛndoʊ
5;innūmĕrable;;nbSyll>1 et pas d'accent tonic;;a.;73.0;119;innumerable;i n u m 3:r @ b @ l;inumɜ:rəbəl
6;inŏcūlāʹtion;;;;n.;3.0;120;inoculation;i n A k j @ l eI S @ n;inɑkjəl?ʃən
4;inŏffĕʹnſive;F.;;;a.;4.0;120;inoffensive;i n @ f E n s i v;inəfɛnsiv
4;inŏʹrdĭnāte;L.;;;a.;5.0;120;inordinate;i n O: r\ d @ n i t;inOːɹdənit
2;iʹnqueſt;;;;n.;7.0;120;inquest;I n k w E s t;ɪnkwɛst
2;inquīre;L.;nbSyll>1 et pas d'accent tonic;;v.;9.0;120;inquire;i n k w aI r\;inkw?ɹ
3;inquīʹry;L.;;;n.;10.0;120;inquiry;i n k w aI r\ i:;inkw?ɹiː
5;inquĭsĭʹtion;;;;n.;11.0;120;inquisition;I n k w @ z I S @ n;ɪnkwəzɪʃən
4;inquĭʹsĭʹtive;;;;a.;12.0;120;inquisitive;i n k w I z i 4 i v;inkwɪziɾiv
2;iʹnroad;;;;n.;16.0;120;inroad;I n r\ @U d;ɪnɹoʊd
2;insāʹne;L.;;;n.;19.0;120;insane;i n s eI n;ins?n
5;insăʹtiable;;;;a.;20.0;120;insatiable;i n s eI S @ b @ l;ins?ʃəbəl
4;inſcrĭʹption;;;;n.;23.0;120;inscription;i n s k r\ I p S @ n;inskɹɪpʃən
4;inſcrūʹtable;L.;;;a.;24.0;120;inscrutable;i n s k r\ u 4 @ b @ l;inskɹuɾəbəl
2;iʹnsĕct;L.;;;a.;25.0;120;insect;I n s E k t;ɪnsɛkt
3;inſĕcūʹre;L.;;;a.;26.0;120;insecure;I n s @ k j 3:r;ɪnsəkjɜ:r
4;inſĕʹnsĭble;L.;;;a.;28.0;120;insensible;i n s E n s @ b @ l;insɛnsəbəl
5;insĕʹpărable;L.;;;a.;29.0;120;inseparable;i n s E p 3:r @ b @ l;insɛpɜ:rəbəl
2;insĕʹrt;L.;;;v.;30.0;120;insert;i n s 3:r t;insɜ:rt
4;insĕʹrtion;;;;n.;31.0;120;insertion;i n s 3:r S @ n;insɜ:rʃən
4;insĭʹdĭ_o_us;L.;;;a.;32.0;120;insidious;i n s I 4 i: @ s;insɪɾiːəs
2;iʹnsīght;L.;;;n.;33.0;120;insight;I n s aI t;ɪns?t
5;insĭgnĭfĭcant;L.;nbSyll>1 et pas d'accent tonic;;a.;34.0;120;insignificant;I n s i g n j I f i k @ n t;ɪnsignjɪfikənt
4;insĭʹnūāte;L.;;;v.;35.0;120;insinuate;i n s I n j u eI t;insɪnju?t
6;insĭnūāʹtion;L.;;;n.;36.0;120;insinuation;i n s I n j u eI S @ n;insɪnju?ʃən
2;insĭʹſt;;;;v.;38.0;120;insist;i n s I s t;insɪst
3;iʹnsŏlent;;;;a.;42.0;120;insolent;I n s @ l @ n t;ɪnsələnt
4;insŏʹlvĕncy;F.;;;n.;43.0;120;insolvency;i n s A l v @ n s i:;insɑlvənsiː
3;insŏʹlvĕnt;;;;a.;44.0;120;insolvent;i n s A l v @ n t;insɑlvənt
2;inſpĕʹct;L.;;;v.;45.0;120;inspect;i n s p E k t;inspɛkt
4;inſpĕʹction;L.;;;n.;46.0;120;inspection;i n s p E k S @ n;inspɛkʃən
3;inſpĕʹct_o_r;L.;;;n.;47.0;120;inspector;i n s p E k t 3:r;inspɛktɜ:r
5;inſpĭrăʹtion;L.;;;n.;48.0;120;inspiration;I n s p 3:r eI S @ n;ɪnspɜ:r?ʃən
2;inſpīʹre;L.;;;v.;49.0;120;inspire;i n s p aI r\;insp?ɹ
5;inſtăbĭʹlĭty;L.;;;n.;52.0;120;instability;I n s t @ b I l i 4 i:;ɪnstəbɪliɾiː
2;iʹnſtănce;L.;;;n.;55.0;120;instance;I n s t @ n s;ɪnstəns
2;iʹnſtănt;;;;a.;56.0;120;instant;I n s t @ n t;ɪnstənt
5;inſtăntāʹnĕ_o_us;L.;;;a.;57.0;120;instantaneous;I n s t @ n t { n i: @ s;ɪnstəntæniːəs
2;iʹnſtĕp;;;;n.;59.0;120;instep;I n s t E p;ɪnstɛp
3;iʹnſtĭgāte;L.;;;v.;60.0;120;instigate;I n s t @ g eI t;ɪnstəg?t
5;inſtĭgāʹtion;;;;n.;61.0;120;instigation;I n s t i g eI S @ n;ɪnstig?ʃən
2;iʹnſtĭnct;L.;;;n.;63.0;120;instinct;I n s t i N k t;ɪnstiŋkt
3;iʹnſtĭtūte;L.;;;v.;64.0;120;institute;I n s t @ t u t;ɪnstətut
3;inſtĭtūʹtes;L.;;;n.;65.0;120;institutes;I n s t @ t u t s;ɪnstətuts
5;inſtĭtūʹtion;;;;n.;66.0;120;institution;I n s t i t u S @ n;ɪnstituʃən
5;inſtĭtūʹtions;;;;n.;67.0;120;institutions;I n s t i t u S @ n z;ɪnstituʃənz
2;inſtrŭʹct;L.;;;v.;68.0;120;instruct;i n s t r\ V k t;instɹʌkt
4;inſtrŭʹction;;;;n.;69.0;120;instruction;i n s t r\ V k S @ n;instɹʌkʃən
3;inſtrŭʹctive;;;;a.;70.0;120;instructive;i n s t r\ V k t i v;instɹʌktiv
3;inſtrūment;L.;nbSyll>1 et pas d'accent tonic;;n.;71.0;120;instrument;I n s t r\ @ m @ n t;ɪnstɹəmənt
4;inſtrūmĕʹntal;L.;;;n.;72.0;120;instrumental;I n s t r\ @ m E n t @ l;ɪnstɹəmɛntəl
5;insŭffĭʹcĭĕnt;L.;;;a.;3.0;121;insufficient;i n s @ f I S @ n t;insəfɪʃənt
3;iʹnsŭlar;L.;;;a.;4.0;121;insular;I n s @ l 3:r;ɪnsəlɜ:r
2;insŭʹlt;L.;;;a.;5.0;121;insult;i n s V l t;insʌlt
5;insŭppŏʹrtable;F.;;;a.;7.0;121;insupportable;i n s @ p O: r\ 4 @ b @ l;insəpOːɹɾəbəl
3;insūʹrănce;F.;;;n.;8.0;121;insurance;i n S U r\ @ n s;inʃʊɹəns
2;insuʹre;F.;;;v.;9.0;121;insure;i n S U r\;inʃʊɹ
3;insuʹrer;;;;n.;10.0;121;insurer;i n S U r\ 3:r;inʃʊɹɜ:r
5;insŭrrĕcʹtion;;;;n.;12.0;121;insurrection;I n s 3:r E k S @ n;ɪnsɜ:rɛkʃən
3;iʹntĕger;;;;n.;16.0;121;integer;I n t @ dZ 3:r;ɪntə?ɜ:r
3;iʹntĕgral;;;;a.;17.0;121;integral;I n t @ g r\ @ l;ɪntəgɹəl
4;intĕʹgrĭty;;;;n.;18.0;121;integrity;i n t E g r\ @ 4 i:;intɛgɹəɾiː
4;intĕʹgūment;;;;n.;19.0;121;integument;i n t E g j @ m @ n t;intɛgjəmənt
3;iʹntĕllect;;;;n.;20.0;121;intellect;I n t @ l E k t;ɪntəlɛkt
5;intĕllĕʹctūal;;;;a.;21.0;121;intellectual;I n t @ l E k tS u @ l;ɪntəlɛk?uəl
4;intĕʹllĭgĕnce;L.;;;n.;22.0;121;intelligence;i n t E l @ dZ @ n s;intɛlə?əns
4;intĕʹllĭgent;L.;;;a.;25.0;121;intelligent;i n t E l @ dZ @ n t;intɛlə?ənt
5;intĕʹllĭgĭble;L.;;;a.;26.0;121;intelligible;i n t E l @ dZ @ b @ l;intɛlə?əbəl
4;intĕʹmpĕrāte;;;;a.;28.0;121;intemperate;i n t E m p 3:r @ t;intɛmpɜ:rət
2;intĕʹnd;L.;;;v.;30.0;121;intend;i n t E n d;intɛnd
2;intĕʹnſe;L.;;;a.;34.0;121;intense;i n t E n s;intɛns
2;intĕʹnt;L.;;;n.;35.0;121;intent;i n t E n t;intɛnt
5;intĕʹntional;;;;a.;36.0;121;intentional;i n t E n S @ n @ l;intɛnʃənəl
3;intĕrcēʹde;;;;v.;38.0;121;intercede;I n t 3:r s i: d;ɪntɜ:rsiːd
3;intĕrcĕʹpt;L.;;;v.;39.0;121;intercept;I n t 3:r s E p t;ɪntɜ:rsɛpt
4;intĕrcĕʹpted;;;;a.;40.0;121;intercepted;I n t 3:r s E p t @ d;ɪntɜ:rsɛptəd
5;intĕrcĕʹſſion;F.;;;a.;41.0;121;intercession;I n t 3:r s E S @ n;ɪntɜ:rsɛʃən
3;intĕrchāʹnge;F.;;;v.;43.0;121;interchange;I n t 3:r tS eI n dZ;ɪntɜ:r??n?
5;intĕrchāʹng_e_ably;;;;p.;44.0;121;interchangeably;I n t 3:r tS eI n dZ @ b l i:;ɪntɜ:r??n?əbliː
3;iʹntĕrco_u_rſe;;;;n.;47.0;121;intercourse;I n t 3:r k O: r\ s;ɪntɜ:rkOːɹs
4;intĕrcŭʹrrent;L.;;;a.;48.0;121;intercurrent;I n t 3:r k 3:r @ n t;ɪntɜ:rkɜ:rənt
3;intĕrdīʹct;L.;;;v.;49.0;121;interdict;I n t 3:r d I k t;ɪntɜ:rdɪkt
5;intĕrdĭʹction;;;;n.;50.0;121;interdiction;I n t 3:r d I k S @ n;ɪntɜ:rdɪkʃən
3;iʹntĕreſt;F.;;;v.;51.0;121;interest;I n t r\ @ s t;ɪntɹəst
4;iʹntĕrĕſting;;;;a.;52.0;121;interesting;I n t r\ @ s t i N;ɪntɹəstiŋ
3;intĕrfēʹre;;;;v.;53.0;121;interfere;I n t 3:r f I r\;ɪntɜ:rfɪɹ
5;intĕrjĕʹction;;;;n.;55.0;121;interjection;I n t 3:r dZ E k S @ n;ɪntɜ:r?ɛkʃən
3;iʹntĕrim;;;;n.;56.0;121;interim;I n t 3:r @ m;ɪntɜ:rəm
4;intĕʹrĭor;L.;;;a.;57.0;121;interior;i n t I r\ i: 3:r;intɪɹiːɜ:r
3;intĕrlāʹce;F.;;;v.;58.0;121;interlace;I n t 3:r l eI s;ɪntɜ:rl?s
3;intĕrleaʹve;;;;v.;60.0;121;interleave;I n t 3:r l i: v;ɪntɜ:rliːv
4;intĕrlōʹp_e_rs;;;;n.;66.0;121;interlopers;I n t 3:r l @U p 3:r z;ɪntɜ:rloʊpɜ:rz
5;iʹntĕrlūde;L.;;;n.;68.0;121;interlude;I n t 3:r l u d;ɪntɜ:rlud
4;intĕrmĕʹdĭāte;L.;;;a.;72.0;121;intermediate;I n t 3:r m i: 4 i: i t;ɪntɜ:rmiːɾiːit
4;intĕrmĭʹngle;F.;;;v.;73.0;121;intermingle;I n t 3:r m I N g @ l;ɪntɜ:rmɪŋgəl
5;intĕrmĭʹſſion;;;;n.;2.0;122;intermission;I n t 3:r m I S @ n;ɪntɜ:rmɪʃən
4;intĕrmĭʹttent;;;;a.;4.0;122;intermittent;I n t 3:r m I t @ n t;ɪntɜ:rmɪtənt
3;intĕrmĭʹx;L.;;;v.;5.0;122;intermix;I n t 3:r m I k s;ɪntɜ:rmɪks
3;intĕʹrnal;L.;;;a.;8.0;122;internal;i n t 3:r n @ l;intɜ:rnəl
4;intĕʹrpŏlāte;L.;;;v.;10.0;122;interpolate;I t 3:r p @ l eI t;ɪtɜ:rpəl?t
3;intĕrpōſe;F.;nbSyll>1 et pas d'accent tonic;;v.;13.0;122;interpose;I n t 3:r p @U z;ɪntɜ:rpoʊz
3;intĕʹrprĕt;L.;;;v.;15.0;122;interpret;i n t 3:r p r\ @ t;intɜ:rpɹət
6;intĕrprĕtāʹtion;;;;n.;16.0;122;interpretation;i n t 3:r p r\ i t eI S @ n;intɜ:rpɹit?ʃən
4;intĕʹrprĕt_e_r;;;;n.;17.0;122;interpreter;i n t 3:r p r\ @ 4 3:r;intɜ:rpɹəɾɜ:r
2;intĕʹr;F.;;;v.;18.0;122;inter;i n t 3:r;intɜ:r
4;intĕrrĕʹgnum;L.;;;n.;20.0;122;interregnum;I n t 3:r r\ E g n @ m;ɪntɜ:rɹɛgnəm
4;intĕʹrrŏgāte;L.;;;v.;21.0;122;interrogate;i n t E r\ @ g eI t;intɛɹəg?t
6;intĕrrŏgāʹtion;;;;n.;22.0;122;interrogation;i n t E r\ @ g eI S @ n;intɛɹəg?ʃən
6;intĕrrŏʹgătories;;;;n.;23.0;122;interrogatories;i n t E r\ A g @ t O: r\ i: z;intɛɹɑgətOːɹiːz
3;intĕrsĕʹct;L.;;;v.;24.0;122;intersect;I n t 3:r s E k t;ɪntɜ:rsɛkt
5;intĕrſeʹction;;;;n.;25.0;122;intersection;I n t 3:r s E k S @ n;ɪntɜ:rsɛkʃən
3;iʹntĕrval;;;;n.;29.0;122;interval;I n t 3:r v @ l;ɪntɜ:rvəl
3;intĕrvēʹne;;;;v.;30.0;122;intervene;I n t 3:r v i: n;ɪntɜ:rviːn
5;intĕrvĕʹntion;;;;n.;31.0;122;intervention;I n t 3:r v E n tS @ n;ɪntɜ:rvɛn?ən
3;iʹntĕrview;F.;;;n.;32.0;122;interview;I n t 3:r v j u;ɪntɜ:rvju
4;intĕrwōʹv_e_n;;;;a.;33.0;122;interwoven;I n t 3:r w @U v @ n;ɪntɜ:rwoʊvən
3;intĕʹſtĭne;L.;;;a.;35.0;122;intestine;i n t E s t @ n;intɛstən
3;intĕʹſtĭnes;L.;;;n.;36.0;122;intestines;i n t E s t @ n z;intɛstənz
4;iʹntĭmăcy;;;;n.;40.0;122;intimacy;I n t @ m @ s i:;ɪntəməsiː
3;iʹntĭmāte;L.;;;n.;41.0;122;intimate;I n t @ m @ t;ɪntəmət
5;intĭmāʹtion;L.;;;n.;42.0;122;intimation;I n t @ m eI S @ n;ɪntəm?ʃən
4;intĭʹmĭdāte;;;;v.;43.0;122;intimidate;i n t I m i d eI t;intɪmid?t
5;intŏʹlĕrable;;;;a.;46.0;122;intolerable;i n t A l 3:r @ b @ l;intɑlɜ:rəbəl
4;intŏʹxicāte;;;;v.;48.0;122;intoxicate;i n t A k s @ k eI t;intɑksək?t
4;intrăʹctable;L.;;;a.;49.0;122;intractable;i n t r\ { k t @ b @ l;intɹæktəbəl
3;intrĕʹpid;;;;a.;58.0;122;intrepid;i n t r\ E p @ d;intɹɛpəd
5;intrĕpĭʹdĭty;;;;n.;59.0;122;intrepidity;i n t r\ E p I 4 i 4 i:;intɹɛpɪɾiɾiː
4;iʹntrĭcacy;;;;n.;60.0;122;intricacy;I n t r\ @ k @ s i:;ɪntɹəkəsiː
3;iʹntrĭʹcâte;L.;;;a.;61.0;122;intricate;I n t r\ @ k @ t;ɪntɹəkət
2;intrĭʹg_ue_;F.;;;n.;62.0;122;intrigue;i n t r\ i: g;intɹiːg
3;introdūʹce;;;;v.;64.0;122;introduce;I n t r\ @ d u s;ɪntɹədus
5;introduʹction;;;;n.;65.0;122;introduction;I n t r\ @ d V k S @ n;ɪntɹədʌkʃən
5;introſpĕʹction;L.;;;n.;67.0;122;introspection;I n t r\ @ s p E k S @ n;ɪntɹəspɛkʃən
2;intrūʹde;L.;;;v.;68.0;122;intrude;i n t r\ u d;intɹud
4;intrūʹſion;;;;n.;70.0;122;intrusion;i n t r\ u Z @ n;intɹuʒən
5;intūĭʹtion;L.;;;n.;72.0;122;intuition;I n t u I S @ n;ɪntuɪʃən
4;intūʹitive;L.;;;a.;73.0;122;intuitive;i n t u @ 4 i v;intuəɾiv
2;invāʹde;L.;;;v.;2.0;123;invade;i n v eI d;inv?d
3;invăʹlid;L.;;;a.;3.0;123;invalid;I n v @ l @ d;ɪnvələd
3;invaliʹd;;;;n.;4.0;123;invalid;I n v @ l @ d;ɪnvələd
4;invăʹlĭʹdāte;;;;v.;5.0;123;invalidate;i n v { l i d eI t;invælid?t
4;invāʹſion;F.;;;n.;9.0;123;invasion;i n v eI Z @ n;inv?ʒən
3;invĕʹctive;L.;;;n.;10.0;123;invective;i n v E k t i v;invɛktiv
4;invĕʹntion;F.;;;n.;15.0;123;invention;i n v E n S @ n;invɛnʃən
3;invĕʹntive;F.;;;v.;16.0;123;inventive;i n v E n t i v;invɛntiv
2;invĕʹrſe;;;;a.;17.0;123;inverse;i n v 3:r s;invɜ:rs
4;invĕʹrſion;;;;n.;18.0;123;inversion;i n v 3:r Z @ n;invɜ:rʒən
2;invĕʹrt;L.;;;v.;19.0;123;invert;i n v 3:r t;invɜ:rt
4;invĕʹſtĭgāte;L.;;;v.;21.0;123;investigate;i n v E s t @ g eI t;invɛstəg?t
4;invĕʹſtĭtūre;L.;;;n.;22.0;123;investiture;i n v E s t @ tS 3:r;invɛstə?ɜ:r
4;invĕʹtĕrāte;L.;;;a.;23.0;123;inveterate;i n v E 4 3:r @ t;invɛɾɜ:rət
4;invĭʹdĭ_o_us;L.;;;a.;25.0;123;invidious;i n v I 4 i: @ s;invɪɾiːəs
4;inviʹgŏrāte;L.;;;v.;26.0;123;invigorate;i n v I g 3:r i t;invɪgɜ:rit
4;invĭʹncĭble;L.;;;a.;27.0;123;invincible;i n v I n s @ b @ l;invɪnsəbəl
5;invīʹŏlable;L.;;;a.;28.0;123;inviolable;i n v aI @ l @ b @ l;inv?ələbəl
4;invīʹŏlāte;;;;a.;29.0;123;inviolate;i n v aI @ l i t;inv?əlit
4;invĭʹsĭble;L.;;;v.;31.0;123;invisible;i n v I z @ b @ l;invɪzəbəl
5;invĭtāʹtion;;;;n.;32.0;123;invitation;I n v i t eI S @ n;ɪnvit?ʃən
2;invīʹte;L.;;;v.;33.0;123;invite;i n v aI t;inv?t
5;inŭndāʹtion;L.;;;n.;34.0;123;inundation;I n @ n d eI S @ n;ɪnənd?ʃən
5;invŏcāʹtĭon;;;;n.;36.0;123;invocation;I n v @ k eI S @ n;ɪnvək?ʃən
2;invŏʹlve;L.;;;v.;38.0;123;involve;i n v A l v;invɑlv
5;invŏʹlŭntăry;L.;;;a.;39.0;123;involuntary;i n v A l @ n t E r\ i:;invɑləntɛɹiː
5;invŏlūʹtion;;;;n.;40.0;123;involution;I n v @ l u S @ n;ɪnvəluʃən
2;inūʹre;;;;v.;41.0;123;inure;i n j U r\;injʊɹ
5;invŭʹlnĕrable;L.;;;a.;43.0;123;invulnerable;i n v V l n 3:r @ b @ l;invʌlnɜ:rəbəl
2;iʹnward;;;;a.;44.0;123;inward;I n w 3:r d;ɪnwɜ:rd
2;jŏbb_e_r;;nbSyll>1 et pas d'accent tonic;;n.;46.0;123;jobber;dZ A b 3:r;?ɑbɜ:r
1;jobe;;;;v.;47.0;123;jobe;dZ @U b;?oʊb
2;jŏʹckey;;;;v.;48.0;123;jockey;dZ A k i:;?ɑkiː
1;jog;;;;v.;52.0;123;jog;dZ A g;?ɑg
1;join;;;;v.;54.0;123;join;dZ OI n;??n
2;joiʹner;;;;n.;55.0;123;joiner;dZ OI n 3:r;??nɜ:r
2;joiʹning;;;;n.;56.0;123;joining;dZ OI n i N;??niŋ
1;joint;;;;n.;57.0;123;joint;dZ OI n t;??nt
1;joint;;;;a.;8.0;124;joint;dZ OI n t;??nt
1;joiſts;;;;n.;60.0;123;joists;dZ OI s t s;??sts
1;jōke;;;;v.;61.0;123;joke;dZ @U k;?oʊk
2;jŏʹlly;;;;a.;63.0;123;jolly;dZ A l i:;?ɑliː
1;jolt;;;;v.;64.0;123;jolt;dZ @U l t;?oʊlt
3;iôʹnĭc;;;;n.;65.0;123;ionic;aI A n i k;?ɑnik
2;joʹſtle;;;;v.;67.0;123;jostle;dZ A s @ l;?ɑsəl
1;jot;;;;n.;68.0;123;jot;dZ A t;?ɑt
1;jōve;;;;n.;69.0;123;jove;dZ @U v;?oʊv
3;jŏʹvĭal;L.;;;a.;70.0;123;jovial;dZ @U v i: @ l;?oʊviːəl
2;j_o_ŭʹrnal;F.;;;n.;71.0;123;journal;dZ 3:r n @ l;?ɜ:rnəl
2;j_o_ŭʹrney;F.;;;n.;72.0;123;journey;dZ 3:r n i:;?ɜ:rniː
3;j_o_ŭʹrneymăn;;;;n.;73.0;123;journeyman;dZ 3:r n i: m { n;?ɜ:rniːmæn
1;jȯẇl;;;;n.;2.0;124;jowl;dZ aU l;??l
1;joy;F.;;;n.;3.0;124;joy;dZ OI;??
2;joʹyful;;;;a.;4.0;124;joyful;dZ OI f @ l;??fəl
2;joʹyleſs;;;;a.;5.0;124;joyless;dZ OI l @ s;??ləs
1;īre;L.;;;n.;11.0;124;ire;aI r\;?ɹ
2;īʹrĭs;;;;n.;12.0;124;iris;aI r\ @ s;?ɹəs
2;iʹrksŏme;;;;a.;13.0;124;irksome;3:r k s @ m;ɜ:rksəm
1;īr_o_n;;;;n.;14.0;124;iron;aI 3:r n;?ɜ:rn
3;īʹrŏny;G.;;;n.;15.0;124;irony;aI r\ @ n i:;?ɹəniː
4;īrōʹnĭcal;;;;a.;16.0;124;ironical;aI r\ A n i k @ l;?ɹɑnikəl
4;irrăʹdĭāte;L.;;;v.;17.0;124;irradiate;i r\ eI 4 i: eI t;iɹ?ɾiː?t
5;irrăʹtional;L.;;;a.;18.0;124;irrational;i r\ { S @ n @ l;iɹæʃənəl
7;irrătionăʹlĭty;;;;n.;19.0;124;irrationality;i r\ { S @ n { l @ 4 i:;iɹæʃənæləɾiː
5;irrĕfrāʹgable;;;;a.;22.0;124;irrefragable;i r\ @ f r\ A g @ b @ l;iɹəfɹɑgəbəl
4;irrĕʹgŭlar;L.;;;a.;23.0;124;irregular;i r\ E g j @ l 3:r;iɹɛgjəlɜ:r
6;irrĕgŭlăʹrĭty;L.;;;n.;24.0;124;irregularity;i r\ E g j @ l E r\ @ 4 i:;iɹɛgjəlɛɹəɾiː
